Funding_Programme,County,Project_Name,Units,Approved_Housing_Body,Capital_Appraisal_Q,Capital_Appraisal_Year,Pre_Planning_Q,Pre_Planning_Year,Pre_Tender_Design_Q,Pre_Tender_Design_Year,Approval_Q,Approval_Year,On_Site_Q,On_Site_Year,Completed_Q,Completed_Year
Ship Construction,Louth,CPO Bundle 6 - Phase 1,1,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction,Louth,CPO Bundle 5 - Phase 3,4,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction,Louth,CPO Bundle 6 - Phase 2,2,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Louth,"CPO Bundle 6 - 1 Willow Brook, Dromiskin",1,N/A,,0,,0,,0,Q4,2019,,0,,0
Ship Construction,Louth,"CPO Bundle 5 - 33 Hazelwood Ave., Bay Estate, Dundalk",1,N/A,,0,,0,,0,,0,,0,Q1,2020
Ship Construction,Louth,"CPO Bundle 5 - 27 Mary St. North, Dundalk",1,N/A,,0,,0,,0,,0,,0,Q2,2020
Ship Construction,Louth,"CPO Bundle 5 - 8 Bridge Crescent, Dundalk",1,N/A,,0,,0,,0,,0,,0,Q2,2020
Ship Construction,Louth,"CPO Bundle 5 - 27 Legion Ave., Dundalk",1,N/A,,0,,0,,0,,0,,0,Q2,2020
Ship Construction,Louth,"CPO Bundle 5 - 26 Castle Road, Dundalk",1,N/A,,0,,0,,0,Q2,2019,,0,,0
Regeneration,Louth,Cox's Demesne Phase 2a,14,N/A,,0,,0,,0,,0,,0,Q4,2016
Regeneration,Louth,Cox's Demesne Phase 2b,22,N/A,,0,,0,,0,,0,Q1,2020,,0
Cas Construction Turnkey,Louth,"Liscorrie, Bog Road, Drogheda, Co. Louth",12,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2020,,0
Cas Construction,Louth,"5 Slieveroe Crescent, Dundalk",1,Cluid Housing Association,,0,,0,,0,Q2,2020,,0,,0
Cas Construction,Louth,"Barrack Street, Dundalk",21,Simon Community: Dundalk Simon,,0,Q3,2018,,0,,0,,0,,0
Cas Construction,Louth,"Saltown, Dundalk",7,North And East Housing Association Ltd,,0,Q2,2017,,0,,0,,0,,0
Cas Construction,Louth,"McArdle Green (Moneymore), Drogheda",1,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2018
Cas Construction,Louth,"Tierney Street, Ardee",7,Oaklee Housing Trust,,0,,0,Q1,2018,,0,,0,,0
Cas Construction,Louth,"Tredagh View, Drogheda",1,Respond,,0,,0,,0,,0,,0,Q1,2017
Cas Construction,Louth,"Coulter Park, Dundalk",7,Túath Housing Association Ltd,,0,Q2,2019,,0,,0,,0,,0
Cas Construction,Louth,"Four Winds, Mullacapple, Collon",1,St. John of God Housing Association Ltd,,0,Q2,2019,,0,,0,,0,,0
Cas Construction,Louth,"St. John's Home, Peter's Hill, Drogheda",4,North And East Housing Association Ltd,,0,Q2,2019,,0,,0,,0,,0
Cas Construction,Louth,"Riverwell Close, Dundalk",1,Respond,,0,Q2,2019,,0,,0,,0,,0
Cas Construction,Louth,"Highfield, Newry Road, Dundalk",12,N/A,Q2,2020,,0,,0,,0,,0,,0
Cas Construction,Louth,"10-16 The Alleys, St. Peter's Place, Drogheda, Co. Louth",14,Peter McVerry Trust Ltd,Q1,2020,,0,,0,,0,,0,,0
Calf Turnkey,Louth,"2 units An Rian, Termonfeckin Rd., Drogheda, Co. Louth (Phase 1)",2,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Louth,"Aston Village, Drogheda (Phase 1)*",8,Respond,,0,,0,,0,,0,,0,Q3,2018
Calf Construction,Louth,"Bishops Court, Dundalk, Co Louth  (Phase 1)",2,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2018,,0
Calf Turnkey,Louth,"Castle Court, Castlebellingham, Louth (Phase 1)",4,Cluid Housing,,0,,0,,0,,0,,0,Q1,2017
Calf Turnkey,Louth,"Castle Court, Castlebellingham, Louth (Phase 2)",10,Cluid Housing,,0,,0,,0,,0,,0,Q1,2017
Calf Turnkey,Louth,"Castleguard, Ardee, Co. Louth (Phase 1)",9,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q1,2018
Calf Turnkey,Louth,"Castleguard, Ardee, Co. Louth (Phase 2)*",20,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q1,2018
Calf Turnkey,Louth,"Castleguard, Ardee, Co. Louth (Phase 3)",8,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q3,2018
Calf Turnkey,Louth,"Castleguard, Ardee, Co. Louth (Phase 4)",15,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q3,2018
Calf Turnkey,Louth,"Castleguard, Ardee, Co. Louth (Phase 5)",6,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2018
Calf Turnkey,Louth,"Castleguard, Ardee, Co. Louth (Phase 6)*",22,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2018
Calf Turnkey,Louth,"Castleguard, Ardee, Co. Louth (Phase 7)",22,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Louth,"Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 1)*",16,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 2)",4,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 3)",6,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 4)",16,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 5)",5,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 6)",6,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 7)",12,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Clonmore Close, Ardee, Co. Louth (Phase 1)",12,Cluid Housing,,0,,0,,0,,0,Q3,2019,,0
Calf Turnkey,Louth,"Clonmore Close, Ardee, Co. Louth (Phase 2)*",15,Cluid Housing,,0,,0,,0,,0,Q3,2019,,0
Calf Turnkey,Louth,"Clonmore Close, Ardee, Co. Louth (Phase 3)",15,Cluid Housing,,0,,0,,0,,0,Q3,2019,,0
Calf Turnkey,Louth,"Clonmore Close, Ardee, Co. Louth (Phase 4)",13,Cluid Housing,,0,,0,,0,,0,Q3,2019,,0
Calf Turnkey,Louth,"Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 1)*",13,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2018
Calf Turnkey,Louth,"Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 2)",8,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q1,2019
Calf Turnkey,Louth,"Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 3)",7,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Louth,Coulter Place Armagh Road (Phase 1),10,Cluid Housing,,0,,0,,0,,0,,0,Q1,2017
Calf Turnkey,Louth,Coulter Place Armagh Road (Phase 2),12,Cluid Housing,,0,,0,,0,,0,,0,Q3,2017
Calf Turnkey,Louth,"Dowdallshill, Dundalk, Co. Louth (Phase 1)*",13,North And East Housing Association Ltd,,0,,0,,0,,0,Q3,2018,,0
Calf Turnkey,Louth,"Dublin Road, Dundalk, Co. Louth(Glenview) (Phase 1)*",14,Respond,,0,,0,,0,,0,,0,Q1,2019
Calf Turnkey,Louth,"Dublin Road, Dundalk, Co. Louth(Glenview) (Phase 2)*",14,Respond,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Dublin Road, Dundalk, Co. Louth(Glenview) (Phase 3)",3,Respond,,0,,0,,0,,0,Q3,2017,,0
Calf Turnkey,Louth,"Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 1)*",11,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Louth,"Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 2)*",14,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Louth,"Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 3)*",15,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Louth,"Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 4)*",47,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q3,2019
Calf Turnkey,Louth,"Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 5)*",24,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 6)*",1,Túath Housing Association Ltd,,0,,0,,0,,0,Q2,2018,,0
Calf Construction,Louth,"Fire Station Site, Scarlett St, Drogheda (Phase 1)",15,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Harbour Grove, Dundalk, Co. Louth (Phase 1)",8,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2020
Calf Turnkey,Louth,"Harbour View, Coulter Place, Dundalk (Phase 1)",12,Cluid Housing,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Harbour View, Coulter Place, Dundalk (Phase 2)",12,Cluid Housing,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Louth,"Knock Shee, Old Golf Links Road, Blackrock, Co Louth  (Phase 1)",3,Cluid Housing,,0,,0,,0,,0,,0,Q4,2017
Calf Turnkey,Louth,"Knockshee Close, Blackrock, Co. Louth (Phase 1)",3,Cluid Housing,,0,,0,,0,,0,,0,Q2,2020
Calf Turnkey,Louth,"Liscorrie, Bog Lane, Drogheda (Phase 1)",41,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2017
Calf Turnkey,Louth,"Lismullen Grove, Dundalk, Co. Louth (Phase 1)*",8,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Calf Turnkey,Louth,"Lismullen Grove, Dundalk, Co. Louth (Phase 2)",7,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Calf Turnkey,Louth,"Lismullen Grove, Dundalk, Co. Louth (Phase 3)",8,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Calf Turnkey,Louth,"Mount Hamilton, Dundalk, Co. Louth (Phase 1)",20,Cluid Housing,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Newtown, Marsh Road, Drogheda, Co. Louth (Phase 1)*",133,Respond,,0,,0,,0,Q2,2020,,0,,0
Calf Construction,Louth,"Post Tender - Clos na Manach, Carlingford, Co Louth (Phase 1)",10,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2018
Calf Turnkey,Louth,"Racecourse Meadows, Dundalk, Co. Louth - Clanmil (Phase 1)",20,Clanmil Housing Association Ireland,,0,,0,,0,,0,Q1,2019,,0
Calf Turnkey,Louth,"Racecourse Meadows, Dundalk, Co. Louth - Clanmil (Phase 2)*",25,Clanmil Housing Association Ireland,,0,,0,,0,,0,Q1,2019,,0
Calf Turnkey,Louth,"Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 1)",11,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 2)*",22,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2019,,0
Calf Turnkey,Louth,"Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 3)*",6,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2019,,0
Calf Turnkey,Louth,"Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 4)*",7,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2019,,0
Calf Turnkey,Louth,"Rath na Gloine, Commons Road, Louth (Phase 1)",3,Cluid Housing,,0,,0,,0,,0,,0,Q3,2016
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Phase 1)",3,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2018
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Phase 2)",6,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Phase 3)",3,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q3,2019
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Phase 4)",14,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q3,2019
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Phase 5)",12,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Phase 6)",16,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 1)",4,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2018
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 2)",6,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q3,2018
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 3)",4,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q3,2018
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 4)",15,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2018
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 5)",6,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 6)",4,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 7)",12,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2017,,0
Calf Turnkey,Louth,"Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 1)",12,Cluid Housing,,0,,0,,0,,0,,0,Q4,2017
Calf Turnkey,Louth,"Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 2)",15,Cluid Housing,,0,,0,,0,,0,,0,Q3,2019
Calf Turnkey,Louth,"Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 3)",16,Cluid Housing,,0,,0,,0,,0,,0,Q4,2019
Calf Construction,Louth,"Slieve Row Crescent, Dundalk (Phase 1)",1,Cluid Housing,,0,,0,,0,,0,,0,Q2,2016
Calf Turnkey,Louth,"Termon River, Baltray Road, Termonfeckin, Co. Louth (Phase 1)",1,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"Termon River, Baltray Road, Termonfeckin, Drogheda, Co.Louth (Phase 1)*",1,North And East Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Louth,"The Kitchen Garden, Desmesne Road, Dundalk, Co. Louth (Phase 1)*",65,Cluid Housing,,0,,0,,0,Q2,2020,,0,,0
Calf Turnkey,Louth,"The Kitchen Garden, Desmesne Road, Dundalk, Co. Louth (Phase 2)",65,Cluid Housing,,0,,0,,0,Q2,2020,,0,,0
Calf Turnkey,Louth,"Tullybrook, Slane Road, Drogheda, Co. Louth (Phase 1)",4,Cluid Housing,,0,,0,,0,,0,Q4,2018,,0
Ship Construction Turnkey,Mayo,"Carrabeg, Newport Road, Castlebar",2,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Mayo,"Cois Abhainn, Bonniconlon",2,N/A,,0,,0,,0,,0,,0,Q2,2019
Ship Construction Turnkey,Mayo,"Chapel Street, Louisburgh",3,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Mayo,"Bunree, Ballina",3,N/A,,0,,0,,0,,0,Q4,2019,,0
Ship Construction Turnkey,Mayo,"Heathervale, Castlebar - Phase 2",9,N/A,,0,,0,,0,,0,Q1,2020,,0
Ship Construction Turnkey,Mayo,"Friars Court, Ballina",2,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Mayo,"Riverside Drive, Ballina",3,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Mayo,"Davitt Terrace, Castlebar",4,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Mayo,"Chapel St., Louisburgh",2,N/A,,0,,0,,0,Q4,2019,,0,,0
Ship Construction Turnkey,Mayo,"Ard Rua, Claremorris",7,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Mayo,"Silver Springs, Claremorris",20,N/A,,0,,0,,0,Q1,2020,,0,,0
Ship Construction Turnkey,Mayo,"Barley Hill, Bohola",3,N/A,,0,,0,,0,Q2,2020,,0,,0
Ship Construction,Louth,"CPO Bundle 5 - 30 St. Clement�s Park, Dundalk",1,N/A,,0,,0,,0,Q2,2019,,0,,0
Ship Construction,Louth,"CPO Bundle 5 - 26 Culhane Street, Dundalk",1,N/A,,0,,0,,0,Q2,2019,,0,,0
Ship Construction,Louth,"CPO Bundle 5 - 81 Dublin Street, Dundalk",1,N/A,,0,,0,,0,Q2,2019,,0,,0
Ship Construction,Louth,"CPO Bundle 6 - 3 Bolton Square, Drogheda",1,N/A,,0,,0,,0,Q4,2019,,0,,0
Ship Construction,Louth,"CPO Bundle 6 - 6 Moorehall, Ardee",1,N/A,,0,,0,,0,Q4,2019,,0,,0
Ship Construction,Louth,"Woodlands, Dunleer",4,N/A,,0,,0,,0,,0,,0,Q4,2016
Ship Construction,Louth,"Boice Court, Drogheda (Phase 2 - 4)",69,N/A,,0,Q3,2017,,0,,0,,0,,0
Ship Construction,Louth,Father Finn Park (Phase 2),17,N/A,,0,,0,,0,,0,Q1,2020,,0
Ship Construction,Louth,"Mount Avenue, Dundalk",93,N/A,Q4,2017,,0,,0,,0,,0,,0
Ship Construction,Louth,"Muirhevnamor, Dundalk (Phase 1)",18,N/A,Q3,2019,,0,,0,,0,,0,,0
Public Private Partnership (Bundle 1),Louth,"Ravel Ardee Road, Dunleer",80,N/A,,0,,0,,0,,0,,0,Q2,2020
Ship Construction,Mayo,"Pound Road, Castlebar",6,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Mayo,"The Boreen, Crossmolina",3,N/A,,0,,0,,0,,0,Q1,2020,,0
Ship Construction,Mayo,"Deel Court, Crossmolina",3,N/A,,0,,0,,0,,0,Q1,2020,,0
Ship Construction,Mayo,Kilmaine,6,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Mayo,"Knockroe, Moygownagh",3,N/A,,0,,0,,0,,0,Q1,2020,,0
Ship Construction,Mayo,"Knocknageeha, Newport",1,N/A,,0,,0,,0,,0,,0,Q2,2019
Ship Construction,Mayo,"Kilkelly Road, Knock (Phase 3)",4,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction,Mayo,Kilmeena (Phase 2),4,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction,Mayo,"Knockmore, Ballina",8,N/A,,0,,0,,0,,0,,0,Q1,2019
Ship Construction,Mayo,"Radharc an tSaillin, Binghamstown, Belmullet (Phase 2)",4,N/A,,0,,0,,0,,0,,0,Q2,2019
Ship Construction,Mayo,"Sliabh Rua, Foxford (Phase 3)",10,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Mayo,"Woodlands, Balla (Phase 3)",4,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Mayo,"Slinaunroe, Clogher (SRD)",1,N/A,,0,,0,,0,,0,,0,Q2,2017
Ship Construction,Mayo,"Abbeyquarter, Ballyhaunis",18,N/A,,0,,0,,0,,0,Q1,2019,,0
Ship Construction,Mayo,"Tonragee West, Achill (Phase 2)",5,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Mayo,"Sli na Roba, Friarsquarter, Ballinrobe",16,N/A,,0,,0,,0,,0,Q4,2018,,0
Ship Construction,Mayo,"Marian Crescent, Ballina",4,N/A,,0,,0,,0,,0,,0,Q2,2018
Ship Construction,Mayo,"Tubberhill, Westport (Phase 3)",21,N/A,,0,,0,,0,,0,,0,Q1,2018
Ship Construction,Mayo,"Parke, Castlebar",8,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Mayo,Killavally,10,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Mayo,"Lios na Circa, Saleen, Castlebar",22,N/A,,0,Q2,2020,,0,,0,,0,,0
Ship Construction,Mayo,"Kilkelly Road, Swinford",27,N/A,,0,,0,,0,,0,Q1,2019,,0
Ship Construction,Mayo,"Barhauve, Rossport (SRD)",1,N/A,,0,,0,,0,,0,,0,Q2,2018
Ship Construction,Mayo,"Glaggaun, Ballycroy (SRD)",1,N/A,,0,,0,,0,,0,,0,Q4,2017
Cas Construction,Mayo,"Admiral Browne Road, Foxford (Phase 2)",4,Society of Saint Vincent de Paul,,0,,0,,0,,0,,0,Q1,2018
Cas Construction,Mayo,"Killosheehan, Ballinrobe",6,Society of Saint Vincent de Paul,,0,,0,,0,,0,,0,Q4,2018
Cas Construction,Mayo,"Admiral Browne Road, Foxford",8,Society of Saint Vincent de Paul,,0,,0,,0,,0,,0,Q3,2016
Cas Construction,Mayo,"Logmore, Belmullet",7,Irish Wheelchair Association Ltd,,0,,0,,0,,0,,0,Q2,2017
Calf Turnkey,Mayo,"Chestnut Grove, Castlebar, Co. Mayo (Phase 1)",4,Túath Housing Association Ltd,,0,,0,,0,Q2,2020,,0,,0
Calf Turnkey,Mayo,"Chestnut Grove, Castlebar, Co. Mayo (Phase 2)",4,Túath Housing Association Ltd,,0,,0,,0,Q2,2020,,0,,0
Calf Turnkey,Mayo,"Glenlara, Westport, Co Mayo  (Phase 1)",10,Co - Operative Housing Ireland Society Limited,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Mayo,"Monamore, Lodge Road, Westport, Co. Mayo (Phase 1)*",2,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Mayo,"The Sycamores, Ballina (Phase 1)",11,Cluid Housing,,0,,0,,0,,0,Q2,2019,,0
Ship Construction Turnkey,Meath,"Cois Glaisin, Johnstown, Navan",19,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Meath,"Cluain Adain, Clonmagadden, Navan",16,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Meath,"Dun Eimear, Bettystown",8,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction Turnkey,Meath,"Bracken Hill, Kilmessan",3,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Meath,"Cluain Adain, Clonmagadden, Navan",4,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction Turnkey,Meath,"Cois Glaisin Walk, Johnstown, Navan",5,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Meath,"Cois Glaisin Walk, Johnstown, Navan",4,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction Turnkey,Meath,"Cois Glaisin, Johnstown, Navan ",8,N/A,,0,,0,,0,,0,,0,Q2,2019
Ship Construction Turnkey,Meath,"Cois na Mara, Bettystown",2,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction Turnkey,Meath,"Dun Eimear, Bettystown",14,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Meath,"Cherry Hill Court, Kells",2,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Meath,"Broadmeadow Vale, Rathoath",2,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Meath,"26 Willow Green, The Willows, Dunshaughlin",1,N/A,,0,,0,,0,,0,Q2,2020,,0
Ship Construction,Mayo,"Glengad, Pollatomish (SRD)",1,N/A,,0,,0,,0,,0,,0,Q2,2018
Ship Construction,Mayo,"Gorthbrack, Inver (SRD)",1,N/A,,0,,0,,0,,0,,0,Q1,2018
Ship Construction Rapid,Meath,Kilmainhamwood,4,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Rapid,Meath,Cortown,10,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Rapid,Meath,Oldcastle,16,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Mayo,Cross,8,N/A,,0,Q3,2019,,0,,0,,0,,0
Ship Construction,Mayo,Bonniconlon,5,N/A,,0,,0,,0,,0,Q2,2020,,0
Ship Construction,Mayo,"Cloonkeadagh Road, Kiltimagh",21,N/A,,0,Q3,2019,,0,,0,,0,,0
Ship Construction,Mayo,"Rehins Fort, Ballina",50,N/A,,0,Q3,2019,,0,,0,,0,,0
Ship Construction,Mayo,"Murrevagh, Mulranney",14,N/A,,0,Q2,2020,,0,,0,,0,,0
Ship Construction,Mayo,"50 Units @ Golf Course Rd., Westport",50,N/A,Q1,2020,,0,,0,,0,,0,,0
Ship Construction,Mayo,"Ballyglass, Carnacon, Claremorris",6,N/A,Q2,2020,,0,,0,,0,,0,,0
Ship Construction,Mayo,"Lios na Circe, Saleen, Castlebar",14,N/A,Q2,2020,,0,,0,,0,,0,,0
Ship Construction,Mayo,"7 St. Patrick's Terrace, Westport",1,N/A,,0,,0,,0,,0,,0,Q3,2017
Ship Construction,Meath,"Proudstown Road, Navan",4,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction,Meath,"The Belfry, Trim",3,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Meath,Bettystown (Phase 2),15,N/A,,0,,0,,0,,0,Q1,2019,,0
Ship Construction,Meath,"St. Oliver's, Ratoath",17,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Meath,"Riverside, Kells",40,N/A,,0,,0,,0,,0,Q1,2019,,0
Ship Construction,Meath,"Cherry Court, Summerhill",19,N/A,,0,,0,,0,,0,,0,Q1,2019
Ship Construction,Meath,"Connaught Grove, Athboy",32,N/A,,0,,0,,0,,0,,0,Q2,2018
Ship Construction,Meath,Nobber,18,N/A,,0,Q4,2018,,0,,0,,0,,0
Ship Construction,Meath,Carlanstown,13,N/A,,0,,0,,0,,0,Q2,2019,,0
Ship Construction,Meath,Donore,21,N/A,,0,,0,Q4,2019,,0,,0,,0
Ship Construction,Meath,Dunshaughlin,26,N/A,,0,,0,,0,Q4,2019,,0,,0
Ship Construction,Meath,Bettystown (Phase 1),16,N/A,,0,,0,,0,,0,,0,Q3,2017
Ship Construction,Meath,Farganstown,84,N/A,Q1,2020,,0,,0,,0,,0,,0
Ship Construction,Meath,"Blackhill Crescent, Donacarney",2,N/A,Q3,2018,,0,,0,,0,,0,,0
Cas Construction,Meath,"Blackcastle, Slane Road, Navan",17,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2018
Cas Construction,Meath,"Women's Refuge, Tailteann Drive, Windtown, Navan",8,Meath Women's Housing Association CLG,Q2,2020,,0,,0,,0,,0,,0
